family_id	requested_bytes	live_count
504b0641dc0dbb4133d68931a787fd8d2d08a11e516abbbff1e2708d60c6d79b	96	1
5bda19d2e77b5de08a70b2b8f9e7764e3c6f40eb4275a09a7afca4578771aa6c	96	2
60ab0fed6c58b447428bd8fdb4338d027dcd0934b549e89b01e0f603834ad736	96	4
7e3949ea5a210208d044003806f43302464bdb80af6739cd18b0eb4d08291560	96	2
aac785335ce564f496d6ed096010afca50fae2814a2f4fd6694ec91e9f0b5426	96	1
bc7717755c818254ce77e67269cda1160d43e64e6cef570167a4d6b52ae09350	96	1
d0bd7905244f6baee5afb2c3ed5c7e5235efef13cbada6b0dd911284bb966867	96	1
ec923eb81ff0163b0426ee4981c0e1d5af51159db95417dc6c0ca9af74d99667	96	1
10667dfeab1ab58eace57cc9a1e2e10c1bed2420b6ada224760d7a55b7eb1ec6	88	2
96ef0d4ca2e99b25adb0e38a6b5cb0ab205f8b826f5b60ab147beb36273115af	88	1
961c1d4e7436c6f8e6234ad6b7a2020f550853b36ce473c56aafa10e2cecdd6c	84	21
065e2c1a0a0d98c71fab0691ea6ead636870b3691ae79b35534f5cf4206af74b	80	2
0bbfd0605ddf0deabeeac3e505dc5cb181269c21ede78acbc624d7e1af9f938a	80	1
36198643ac80e2d51660aaf117be658f4c91cfa7f9cd0ad5866aa0640f6db19e	80	5
a105775d795f1d940de85c6c41a34d2a939ea67ee0cedac44dbcb75c4b811933	80	1
d54eb60c6bf13d832d4021ac5c9b8e55f16f11384567a4e673442aa3e0736f72	80	1
44e5d9c747a3933c6094de4239afc8ad1235a5ec4ab1891e53c683af9237bfa8	72	1
7316a23d42412e20048446bd14d5cf1b3e7285cae727af14dd7e45e6b28c983d	72	3
0009a88d4afc30d2038bb95302980cba973f583b73155b8d0dfc357bd8b52f9f	64	1
036e294a7d4186612dfca04b3460ad623884911c9559f6d81c96d4044089df95	64	1
0fe975834c10f6f9ffeeca26f9efc2eb24ec06cd5ed329c70f77ea25e12016e7	64	1
3526a15898cc24c91ffe28049308a349a0995daffb6da0f1246cee4adbe0b4f1	64	1
67c23779f78ddc300af09da18ad4e45f39300074c64ef84fd85f6fbf0e1daad3	64	1
70e36be5ecbdaf3253f0908612ab3091894e9b9bf2e9cc897e1efebe81f1a0d9	64	1
73c57d868ec65b2ec89448216eda3f96e25d61766e666282975f198e18398672	64	1
835c7c0937d72d625358bd839d46e5b0a46f0ce6e2ea8aef1bf3114f8ed93b86	64	2
de7af124051a40a470ceb9131f1f55ba8797191aa8d17f770c31d066f8d15c27	64	1
edcaa9ee722ce3b2f2d0ab95502421f356fd5d880d1abc85cf2ce615ccb4d78d	63	1
26f92126a5ac14b1002854df2b7d2850a0d613c8069fd060f09f421a7fb493aa	58	2
925d856f5ad5a4c35686fb53d6a7ac13a8be505d17bf838b1a60fd52068e620c	58	1
0bb667726ef87d1472b2594c925454770ba66ccb92f0441a7adb289e01942dcf	56	2
1b1340a6c67023584ca7df013833bc2fc5ba7e080ef2a4d3e707a2f30f58aeda	56	2
501477c5d08457b5c238053adaa0a38374a3945dffae80d8458f6417743c02b7	56	1
754bed513eba0ec694282397267e027b7af8cd8a4384a08baa1b30312559a13d	56	1
92487c3ac15e0c4edbaffe1a0f2cd4eea3c74338dbd6a3dddbd171954d513803	56	4
a0d598c0b1fd3f99b7063b8c7baaf35fc2ca52a0c76239eaf9917f6adf1923a9	56	1
d28f8c67e2e56b120fb5ddcf5cf5a19b1c7ed002d272ddec501ae316465286ec	56	1
0441dcf43b67a4b7a2e4884afa0e5bdfdad7dcc2f33f7215d092bd9b86097970	48	1
0d626ce5fb17adfbd4bacd087f456be8758c78050c4f24d4835a3059bd188a1f	48	1
58534557cbcdf3d411c4377186c613926551a343651cff4cecda6d806ba8339f	48	2
6db6fbd2add0b9db3f8c98b32f2f231dfd568abda076161cc8f722eebbe3f05a	48	1
8cc013b178ad8ffeef17de30cb62f158d3ec92284fe8dd1c50482ced5bad4e0f	48	1
c76d5c58fed14a0cba283ab845ac469b7b93bd414d8f9654acecea318f2479b6	48	1
c7bc74c2c4e9f689ffc3bfcf1c335418a98616c287767fc27955b79d6342aba6	48	1
cb7e8106f8d7d2b6b7120ae44bafe0f5a74105401b8b7717614c0e1abb080cb8	48	1
afab269222a4495efbd17a11cc850a88d40f9091180af3e887b61c63eea1cf13	43	3
117e203615b17dcfb33442b3d53f06f2c3fc7c0cba6870029c8acce67f6e59f1	40	1
4c2522db83b87aa095d30844269d3f483987eef675b655a8fb5a70f8e2a7d761	40	1
4e5621c6fa23b01661d0c9e68ef46b7d91b11364438d91a8ff0b0491bd6a2759	40	1
8456236c02212248ff44836ddfc95227b88f6f3dec9a69b45c68322e4ddcaaca	40	1
fdac19feaa989c5e391325e4cf4b8ef712350f0915fab727d39069b3bc23d6ac	40	1
72a1618b84e7906669afd846e812b5c566431a338b5eb393f621fc765cbd2142	35	1
1234ee14c150078f67da48b4057b6fe330613242856c5cfb2c4c2d8089a0ed23	32	2
2479af13e325f5aade90dce50abeb954c4ba9731d794a14ba1b0dcb60251613f	32	2
3474ced2e745fb4a831577303fece12ca8f0d485133df40b21d489263c635be4	32	1
35e78f0a0e872012e5d3ab66e80d34cfa19b567ed7b01f627b04116a14de0e1f	32	1
38a0cb8c47eaa2056c011cec3dc85cdfb5f4a2666c90ec5eac16ce3ad7f3e158	32	1
4e8fa2ab74a16f103d775871f1ff9fb8027c1a3c525d53808a1f335fc748c462	32	1
59f8f6b22a641eddb9d2cc92eb5e656b99e63f13526f1c05e7eab3a94372a539	32	1
68717bc035d501b2d7a0548069f3cb687ec27f290d2a36341c727b8f1e313ebc	32	1
9b98ccce08121c1f46b5e647b1013f305c663c59b182bf6986fc0277233adaf8	32	1
a718c1274bef4c5201c701009a6285b4dca13d38680b99ac0e9891f64cdd5ffe	32	1
c94bfcdea6b97944ab088e32592ae9ddaf72fa1eeb848a15c39f95f07b1b6883	32	1
cc887c35cbb94c87d58b6a566efc67732bc5dba8aa071e6b2eafb791ed9134b9	32	1
d43e40ea5d17a3437046fee6b943c815126db89e1a68084da4d40667aa187537	32	1
db69a00f387ff559f63c7088f66af7946dad980946ff5f2c76e311e05900dc1c	32	1
ed18864bf7ff0822ecaad38b15c39a999bd9d34ad1d4914979ecc98ac5421f19	32	1
edd755cf4c723e1f1b8b96216796551f6be27ddea638984812749935ddd5bda7	32	1
f92691b8fcb9335ba25ffa7d572b8bae47cae774807f6184a21068f809b682dc	32	1
9461c870e36140e4cc925d50050857934e5c0966db2521d9495b4c5b71997db0	29	3
c804bce6353a5d3ed5faf59b363a0aaf45beb4b4a1951da37ca86d6a87a16a0e	28	3
06dda4345adc497f06700170310c7417b603b4ead60ef1491d13b3c1c7613609	25	1
1b935d15ca250382322900031b7302de234c2556b0a58eee9ed96c093c5f62bc	24	1
1cf38f7c321e569f315735dbfdae2352f2e0d035a11bbde115a6a43d2396a580	24	1
5d819357873c1654776c81c4502360ad6ede0a7b9e9e2e1cc163e0ecb36fcd7e	24	1
68f94075f9ebcad921dd2b319b30dc5b3c0af233fc7fa15fa47203092cc7e81f	24	1
797e92cd0abd10212156b50da8f940fd71274a0f4c5ebc8bc4e6b2cf2743beb1	24	1
91ddef662afb4799fcfaa3c6dff623e5c3df5fe5b292f80e2f7231585f7b6977	24	1
a8f324652c4c1dd0a49580422460b526878890047af48c1ceb42d51f828767f4	24	1
a92e83b7ec14ad03914f87b070dcbfb7304002d609f0051a5789758fad54d96c	24	1
41de71e6ff4fec95445c5b078580c71dab0da7f5047fe6ad8186920d4d759399	23	1
ce18b5a4251efe20c7f76770b975c77c1e198ea7aacb1a43c6dbbe6d8b8e62e7	22	1
162da317b326b72422e3c27284879c734765d45a012a7cbc17cb253657df3199	21	1
d49cc45158276e81d97e132a4b194e4b7e6277cdb9eb0692619a5c894e9d4f3a	18	1
056ac9fa3649149535ae2f27f31de534f79d3502fd7f81bf37c92390fa2fc1be	16	1
09ee6517a97463886287f5e1da963c1533aec96ddb6c10d32b33a17c3bc98420	16	1
0c475cbe389e124d9a800c81cf078652403f14f8e51a6b8c9f6e678ddf5b7ec5	16	1
1bea549fc6216c922f99d84e1d765fbfe6d17dd5477dec7429e3c66977698742	16	1
2941ec1d66ce3b6db61f0aceaebdc5cdc38b6a7ccc69e79ecad03133360236de	16	1
339a40095a13144c3d90fd985fec97be00d4038bcd027dd421f98f87b84f8812	16	1
3e5e164b86c7d3ea122b960b0ecd7c4361c932408bac7a1959d2e688d29f5390	16	1
44b468bcb63f9bc71280b33bae91a50dd3405152daf08b5e68625b4d225257f6	16	1
63936749fcc40d518ff2fb6bcfbce101e18f17ace4a8237e91dde161ba1ed4a9	16	1
698caa20e98a629b0b52574c520d465f4a3781a3ca81dafdb1113c46ac66473f	16	1
72e4f5c576864e6e9e461504e1d5c4b00dabc066b49ca029aeaebd5795a14d5f	16	1
73599eb4fb3f23b3a188c3a6dcb146f770f7b9910e9337a3487a4f87abe06cbf	16	1
7a504ea0b8719c570e3a5cdf06280fa8ac2b4e3f9b98eae95a80533dcd18416b	16	1
a15044e903c21b01c823da831c65d67990cb2ed9a4c09fd791613d2643bc8f0c	16	1
e4fcbd8076b09a32f7828f4e08e05a8d1461de0f4e56f6418261cac92ef2f1cd	16	1
ecf04988ffba303656dcae1a61829b660d5402e17ccba64edae90e55041ad43f	16	1
f6f46ba007de022741eb4337ea160763f44549e8bf90a312eb2a97206328cef7	16	1
fa039c0d77f6af567a3ecd02aa6d622f01dc7ec982c194bd38ebb79f275493c9	16	1
fccd6d321448cd6050d09573da25171f686eb8a0e4780ebda2a03d268ee5c9f6	16	1
8b9ab6923861159f7e66682efcebca87fa8b22abc4caa377609cd6b6213a2c4f	12	1
6aba15e778ac0d218533472f0ad16f18584049c46fb2edce793d5d49d7ad3c91	10	1
7f0fc215f554276eace2e99fe64bd17b8bacb82b1258b438f7880e3666f7b7eb	10	1
8e8b2b852661c5e99c2c4c5778c1220c84a8e7772afea25c3b352f2d32404adb	10	1
aa2e25fb273e51bd33deabaef4aa80e2d4ab109bc4874dba03c5b7a41d844811	9	1
e2ee98d8e68c51813bdd0b04b93112bb9034d0dfdeb354e00f9c04980120d117	9	1
09988fff949804281ceb8e88c714ebf7ee307a97fda002f6199922ef4979199c	8	1
0b3311cf309b06ae11e7251f1f02f57240f64213c87fa4cc81f6e68e097ac58a	8	1
0ed5a796d692d50ed60a407c3d760cf465eb2eb488dba97923dd2c11ed2c0f3f	8	1
1d3923df2783355a3149d0b47329c52ea2feebdde53b5b480496a788bdcd3449	8	1
2531a2fff913b85888939864a7db5594d79e39d255946740007346e5cbe3dac4	8	1
3d88b744a459735c15b361a4c286f3e311b3c18b748e2edb3a35fc24317c4b52	8	1
485cc6d3a6fa0d6044464e73b519db8a318534448a0207ab96e841dc5708ab0c	8	1
7c763f29625127778328c5c1c0c28b9aead045d016fb202f6138ad5945b89dde	8	1
8a355ff6a766f3f48fea513501fc2adbac1ff7894e093a14f629661844423ca1	8	1
8fd4e0ad2eb25c28ef3f4e464dca20d634a3715bab5e0b4b6c094773ab4e0803	8	1
95f1400ed7f8f18b0a420b6a75e99d601afebacbecf93e2456a9499bc122001b	8	1
9683b6ebf48abf918a61738743af2921cd0a02abfd38eaca64ddb75b5b3c79b9	8	1
c5dba336ffda14db3c1b63e7062f60c6241f1a675fb2b1eab555b322ae7e1893	8	1
cd8fce4f72bd3d0b945180d74f98dba1539e9ebd4d3783a94b2b61eb9a7e1652	8	1
d6be996548260e29ceb95d6a3afef4cd3d3851d02e0369b9823cfc766084b776	8	1
e2da3e86c9ebcbba3943b1a767a9befb67d6f9206df8b03235b01d8b447c32bf	8	1
e0a1f669a6a35b4ebb54abaf67ecd4b3f3da3025a2f80473708d9061f1566cf2	7	1
e6a08bd3576ee2f9da4b6b2f3b7b32a2f98045ca15bb574d3767b4d57fdbaf94	7	1
b51e6746bd4ca6b62ff257da30b21741a7fcd117fbb9f3cd97329e437077d4b4	3	1
